name,internal_id,address,valid_until,country_codes,countries,status,node_id,sourceID
RONALD LIM,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,295314,Offshore Leaks
Roly International Holding Ltd.,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,295315,Offshore Leaks
Rollan Liao,,,The Offshore Leaks data is current through 2010,TWN,"Taiwan, Province of China",,295316,Offshore Leaks
Michael K. Murphy,,,The Offshore Leaks data is current through 2010,USA,United States,,297894,Offshore Leaks
Maureen P. Kerbel,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297895,Offshore Leaks
Miguel Calzadilla,,,The Offshore Leaks data is current through 2010,USA,United States,,297896,Offshore Leaks
Ms. Miho Tanisaka/ Mr. Hayashi,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297897,Offshore Leaks
Mark McSweeney,,,The Offshore Leaks data is current through 2010,NZL,New Zealand,,297899,Offshore Leaks
Michael W.Shaw,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297900,Offshore Leaks
Nelson Quinn,,,The Offshore Leaks data is current through 2010,USA,United States,,297901,Offshore Leaks
Newport Pacific Financial Group S.A.,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297902,Offshore Leaks
Nirmal Megduth Sooknah,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,297903,Offshore Leaks
Octavio Fernandez,,,The Offshore Leaks data is current through 2010,USA,United States,,297904,Offshore Leaks
Oleg Fomenko,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,297905,Offshore Leaks
Opal Cook,,,The Offshore Leaks data is current through 2010,USA,United States,,297906,Offshore Leaks
Panayiotis Artemiou,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297907,Offshore Leaks
Phillip Alberts,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297908,Offshore Leaks
Ronald L. Todd,,,The Offshore Leaks data is current through 2010,USA,United States,,297909,Offshore Leaks
Robert Lyszczarz,,,The Offshore Leaks data is current through 2010,USA,United States,,297910,Offshore Leaks
Robin M. Willi,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297911,Offshore Leaks
Patrick Raffray,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,297912,Offshore Leaks
Paul D'Hondt,,,The Offshore Leaks data is current through 2010,USA,United States,,297913,Offshore Leaks
Per Huffeldt,,,The Offshore Leaks data is current through 2010,USA,United States,,297914,Offshore Leaks
Philip Burwell,,,The Offshore Leaks data is current through 2010,IRL,Ireland,,297915,Offshore Leaks
Pinnacle International Investments Inc.,,,The Offshore Leaks data is current through 2010,IMN,Isle of Man,,297916,Offshore Leaks
Patric J. Carney,,,The Offshore Leaks data is current through 2010,USA,United States,,297917,Offshore Leaks
Polaris Management Inc.,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297918,Offshore Leaks
Peter Hall,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297920,Offshore Leaks
Robert Forrest,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297921,Offshore Leaks
Alexander V. Sokhin,,,The Offshore Leaks data is current through 2010,USA,United States,,297923,Offshore Leaks
Thomas J. Ward,,,The Offshore Leaks data is current through 2010,VGB,"Virgin Islands, British",,297924,Offshore Leaks
Raul Nobili,,,The Offshore Leaks data is current through 2010,USA,United States,,297925,Offshore Leaks
Ryan Bryce-Richards,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297926,Offshore Leaks
Richard C. Vaughan,,,The Offshore Leaks data is current through 2010,USA,United States,,297927,Offshore Leaks
Robert E. Lowe,,,The Offshore Leaks data is current through 2010,USA,United States,,297928,Offshore Leaks
"Richard Loach, Esq.",,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297929,Offshore Leaks
Do Not Mail-Send as Puffered E-Mail,,,The Offshore Leaks data is current through 2010,ZAF,South Africa,,297930,Offshore Leaks
Robert J. Byrwa,,,The Offshore Leaks data is current through 2010,USA,United States,,297931,Offshore Leaks
Ronald Slocum,,,The Offshore Leaks data is current through 2010,USA,United States,,297932,Offshore Leaks
Richard Neville,,,The Offshore Leaks data is current through 2010,THA,Thailand,,297933,Offshore Leaks
Roger Huston,,,The Offshore Leaks data is current through 2010,USA,United States,,297934,Offshore Leaks
Robert Lohman,,,The Offshore Leaks data is current through 2010,USA,United States,,297935,Offshore Leaks
Ron Smith,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297936,Offshore Leaks
Do Not Mail-Send as Puffered E-mail,,,The Offshore Leaks data is current through 2010,ZAF,South Africa,,297937,Offshore Leaks
Roy Segers/Richard Parker,,,The Offshore Leaks data is current through 2010,ZAF,South Africa,,297938,Offshore Leaks
Rathbone Trust Company,,,The Offshore Leaks data is current through 2010,VGB,"Virgin Islands, British",,297939,Offshore Leaks
Russell Denton,,,The Offshore Leaks data is current through 2010,AUS,Australia,,297940,Offshore Leaks
Sally Hall,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297941,Offshore Leaks
Mr. Adrian Leemhuis,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297942,Offshore Leaks
"Septimus A. Rhudd, LL.B.",,,The Offshore Leaks data is current through 2010,ATG,Antigua and Barbuda,,297943,Offshore Leaks
Salvador Sala,,,The Offshore Leaks data is current through 2010,USA,United States,,297944,Offshore Leaks
Stephane and Christine Rouillard,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,297945,Offshore Leaks
Style International Textiles (Mtius) Ltd.,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,297946,Offshore Leaks
Steven Blau,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297947,Offshore Leaks
Stafford Kelly,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297948,Offshore Leaks
Stephanie Nicholson,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297949,Offshore Leaks
Thomas D. Baumann,,,The Offshore Leaks data is current through 2010,USA,United States,,297950,Offshore Leaks
Andrew Watson,,,The Offshore Leaks data is current through 2010,GEO,Georgia,,297951,Offshore Leaks
"Tim Chang, Esq.",,,The Offshore Leaks data is current through 2010,USA,United States,,297952,Offshore Leaks
Timi Ma,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297953,Offshore Leaks
Timothy L. Nesbitt,,,The Offshore Leaks data is current through 2010,USA,United States,,297954,Offshore Leaks
Toshio Himuro,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297955,Offshore Leaks
Timothy P. Shissler,,,The Offshore Leaks data is current through 2010,USA,United States,,297956,Offshore Leaks
Gary Williams,,,The Offshore Leaks data is current through 2010,VGB,"Virgin Islands, British",,297958,Offshore Leaks
Vachir Global Ltd.,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297960,Offshore Leaks
Vladimir Molianov,,,The Offshore Leaks data is current through 2010,DEU,Germany,,297961,Offshore Leaks
Vladimir S. Kozlov/Michael A. Savuskan,,,The Offshore Leaks data is current through 2010,USA,United States,,297962,Offshore Leaks
Timothy W. Metz,,,The Offshore Leaks data is current through 2010,USA,United States,,297963,Offshore Leaks
"W. A. Kelley
W. A. Kelley",,,The Offshore Leaks data is current through 2010,CAN,Canada,,297964,Offshore Leaks
Westbeech Limited,,,The Offshore Leaks data is current through 2010,VGB,"Virgin Islands, British",,297965,Offshore Leaks
Werner Schumm,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297966,Offshore Leaks
W.T. Marks,,,The Offshore Leaks data is current through 2010,USA,United States,,297968,Offshore Leaks
David Weissenberg,,,The Offshore Leaks data is current through 2010,FRA,France,,297969,Offshore Leaks
Wayne E. Wile,,,The Offshore Leaks data is current through 2010,USA,United States,,297970,Offshore Leaks
Wesley G. McCain,,,The Offshore Leaks data is current through 2010,USA,United States,,297971,Offshore Leaks
Yves de Voghel / Jean-Louis Horgnies,,,The Offshore Leaks data is current through 2010,BEL,Belgium,,297972,Offshore Leaks
Yigal Admoni & Co.,,,The Offshore Leaks data is current through 2010,ISR,Israel,,297973,Offshore Leaks
ZA Limited,,,The Offshore Leaks data is current through 2010,ESP,Spain,,297974,Offshore Leaks
Cyworld Group of Companies,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297975,Offshore Leaks
Cyproman Services Ltd.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297976,Offshore Leaks
Czerlau & Associates,,,The Offshore Leaks data is current through 2010,CAN,Canada,,297977,Offshore Leaks
Diego Alonso,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297978,Offshore Leaks
Darstell Invest Corp.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,297979,Offshore Leaks
D.A.L. Consult Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,297981,Offshore Leaks
Ericware Technologies,,,The Offshore Leaks data is current through 2010,USA,United States,,297985,Offshore Leaks
European Trust Company,,,The Offshore Leaks data is current through 2010,JEY,Jersey,,297986,Offshore Leaks
DEMETRIOS A. DEMETRIADES & CO.  LAW OFFICES,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297982,Offshore Leaks
DGM Trust Corporation,,,The Offshore Leaks data is current through 2010,BRB,Barbados,,297987,Offshore Leaks
DICSA Law Technologies Limited,,,The Offshore Leaks data is current through 2010,BLR,Belarus,,297989,Offshore Leaks
Diana Ivanova Jhurry,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,297990,Offshore Leaks
D. P. Liveras & Co.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297991,Offshore Leaks
Diligent Service Company Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,297992,Offshore Leaks
Honest & Bright Company Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,297993,Offshore Leaks
Emerald Consulting Limited,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297995,Offshore Leaks
Euro Commerce Consultants Ltd.,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,297996,Offshore Leaks
ECE Nominees Limited,,,The Offshore Leaks data is current through 2010,GIB,Gibraltar,,297997,Offshore Leaks
INTERSTATUS BUSINESS SERVICES LIMITED,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,297998,Offshore Leaks
Eurotax Group Inc.,,,The Offshore Leaks data is current through 2010,GRD,Grenada,,297999,Offshore Leaks
Eracleous & Eracleous,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298000,Offshore Leaks
IFG TRUST (CYPRUS) LTD,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298001,Offshore Leaks
Eliades Paschalides Haojianastassious & Co,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298002,Offshore Leaks
Dan Mraz,,,The Offshore Leaks data is current through 2010,USA,United States,,298027,Offshore Leaks
"John Gilvesy, Sr.",,,The Offshore Leaks data is current through 2010,CAN,Canada,,298028,Offshore Leaks
Michael F. Barton,,,The Offshore Leaks data is current through 2010,USA,United States,,298029,Offshore Leaks
Swiss Bancor Group,,,The Offshore Leaks data is current through 2010,CHE,Switzerland,,298004,Offshore Leaks
FINLEY & BOLOGNA INTERNATIONAL,,,The Offshore Leaks data is current through 2010,USA,United States,,298007,Offshore Leaks
Flexi International LLC,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298008,Offshore Leaks
Worldwide Management & Consulting,,,The Offshore Leaks data is current through 2010,USA,United States,,298009,Offshore Leaks
Fidelity Corporate Services Ltd.,,,The Offshore Leaks data is current through 2010,GIB,Gibraltar,,298010,Offshore Leaks
Bill Kroger,,,The Offshore Leaks data is current through 2010,USA,United States,,298011,Offshore Leaks
Bob Smith,,,The Offshore Leaks data is current through 2010,USA,United States,,298012,Offshore Leaks
Bundick Financial Investments,,,The Offshore Leaks data is current through 2010,CHN,China,,298013,Offshore Leaks
Dewayne Deese,,,The Offshore Leaks data is current through 2010,USA,United States,,298014,Offshore Leaks
F.D.A. Limited,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298015,Offshore Leaks
Company Express Limited (REFER TO COMMENTS BEFORE RESTORATION,,,The Offshore Leaks data is current through 2010,KNA,Saint Kitts and Nevis,,298016,Offshore Leaks
Fenchurch Corporate Services Limited,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298017,Offshore Leaks
Frontier Finance Ltd,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,298018,Offshore Leaks
Lotus Holding Company Limited,,,The Offshore Leaks data is current through 2010,LVA,Latvia,,298020,Offshore Leaks
Finance & Investors,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298022,Offshore Leaks
Fidelity Management Ltd.,,,The Offshore Leaks data is current through 2010,ATG,Antigua and Barbuda,,298025,Offshore Leaks
FAS Network,,,The Offshore Leaks data is current through 2010,CZE,Czech Republic,,298026,Offshore Leaks
Meridien Trust Corporate and Fiduciary Services Ltd.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298021,Offshore Leaks
Forrest International Holdings (BVI) Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298023,Offshore Leaks
Benoît F. Leleux,,,The Offshore Leaks data is current through 2010,CHE,Switzerland,,298031,Offshore Leaks
Fergus P. Egan,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298032,Offshore Leaks
Jack Martin,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298033,Offshore Leaks
Morris Altchek,,,The Offshore Leaks data is current through 2010,USA,United States,,298034,Offshore Leaks
Peter T. Parkinson,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298036,Offshore Leaks
Richard E. Hall,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298037,Offshore Leaks
Robert Urch,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298039,Offshore Leaks
Stephen A. Piro,,,The Offshore Leaks data is current through 2010,USA,United States,,298040,Offshore Leaks
Steven Dubin,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298041,Offshore Leaks
Freya Corporate Lawyers Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298042,Offshore Leaks
Andrew Parker,,,The Offshore Leaks data is current through 2010,USA,United States,,298044,Offshore Leaks
Anna Sorensen,,,The Offshore Leaks data is current through 2010,USA,United States,,298045,Offshore Leaks
FTL Advisers Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298046,Offshore Leaks
Galana Africa Ltd.,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,298047,Offshore Leaks
Kel Murray,,,The Offshore Leaks data is current through 2010,AUS,Australia,,298049,Offshore Leaks
Salvatore Pantano,,,The Offshore Leaks data is current through 2010,ITA,Italy,,298050,Offshore Leaks
Georghios Colocassides & Co,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298051,Offshore Leaks
Global Consultants and Services Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298053,Offshore Leaks
Guardforce-Europe SAS,,,The Offshore Leaks data is current through 2010,FRA,France,,298054,Offshore Leaks
GESFO S.A.,,,The Offshore Leaks data is current through 2010,LUX,Luxembourg,,298055,Offshore Leaks
Greenfield Group Inc.,,,The Offshore Leaks data is current through 2010,HRV,Croatia,,298056,Offshore Leaks
Geoff Hubbard,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298058,Offshore Leaks
Global Offshore Corporate Services Ltd.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298059,Offshore Leaks
Alfred M Ni,,,The Offshore Leaks data is current through 2010,USA,United States,,298062,Offshore Leaks
Henk Schuthof,,,The Offshore Leaks data is current through 2010,AUS,Australia,,298063,Offshore Leaks
Hansard Management Services,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298064,Offshore Leaks
GAMOLIN QUINN VYZHLOV LLP,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298066,Offshore Leaks
"Graus, Shalev & Co., Law Offices",,,The Offshore Leaks data is current through 2010,ISR,Israel,,298067,Offshore Leaks
Global Secretary Services Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298068,Offshore Leaks
GT Group Limited,,,The Offshore Leaks data is current through 2010,VUT,Vanuatu,,298069,Offshore Leaks
HLB Afxentiou Limited,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298070,Offshore Leaks
Harwood & Company,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298071,Offshore Leaks
Hill Consulting Ltd.,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298073,Offshore Leaks
Hong Kong Accounting Taxation Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298074,Offshore Leaks
Hong Kong Dai Yan Accountants Service,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298075,Offshore Leaks
SG Financial Services Limited,,,The Offshore Leaks data is current through 2010,MUS,Mauritius,,298072,Offshore Leaks
Avila Rodriguez Hernandez Mena & Ferri LLP,,,The Offshore Leaks data is current through 2010,USA,United States,,298076,Offshore Leaks
David Mirfin,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298077,Offshore Leaks
Daniel Donelly,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298078,Offshore Leaks
Hermes S. Stylianides & Co.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298079,Offshore Leaks
"International Asset Planning, Ltd.",,,The Offshore Leaks data is current through 2010,USA,United States,,298081,Offshore Leaks
International Business Company Formation Inc.,,,The Offshore Leaks data is current through 2010,USA,United States,,298082,Offshore Leaks
International Bank of Economic Cooperation,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298083,Offshore Leaks
Kelly Theusen,,,The Offshore Leaks data is current through 2010,USA,United States,,298084,Offshore Leaks
Taki Bibelas,,,The Offshore Leaks data is current through 2010,FRA,France,,298085,Offshore Leaks
Richard Torney,,,The Offshore Leaks data is current through 2010,USA,United States,,298086,Offshore Leaks
Tom Arnold,,,The Offshore Leaks data is current through 2010,USA,United States,,298087,Offshore Leaks
Intershore Consult (Pty) Ltd.,,,The Offshore Leaks data is current through 2010,SYC,Seychelles,,298088,Offshore Leaks
ICS Trust Company Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298089,Offshore Leaks
Integrated Financial Solutions (UK) Ltd.,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298090,Offshore Leaks
ICSL Iberia Limited,,,The Offshore Leaks data is current through 2010,PRT,Portugal,,298091,Offshore Leaks
Adv. Harold Kruger,,,The Offshore Leaks data is current through 2010,ISR,Israel,,298092,Offshore Leaks
Aleksandr Metla,,,The Offshore Leaks data is current through 2010,BLR,Belarus,,298093,Offshore Leaks
Andreas Andrianos,,,The Offshore Leaks data is current through 2010,GRC,Greece,,298094,Offshore Leaks
Dmitri Mamas,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298095,Offshore Leaks
Eamon Grattan,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298096,Offshore Leaks
Ewan MacPherson,,,The Offshore Leaks data is current through 2010,USA,United States,,298097,Offshore Leaks
IMF Network,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298098,Offshore Leaks
Fritz Jahnke,,,The Offshore Leaks data is current through 2010,USA,United States,,298099,Offshore Leaks
Mrs. Alma Yessengeldina,,,The Offshore Leaks data is current through 2010,LUX,Luxembourg,,298100,Offshore Leaks
Franz Triembacher,,,The Offshore Leaks data is current through 2010,AUT,Austria,,298101,Offshore Leaks
Gabriela Serbanel,,,The Offshore Leaks data is current through 2010,ROU,Romania,,298102,Offshore Leaks
Gert Thomasen,,,The Offshore Leaks data is current through 2010,FRA,France,,298103,Offshore Leaks
Gregory Noe,,,The Offshore Leaks data is current through 2010,FRA,France,,298104,Offshore Leaks
Innovation IT,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298105,Offshore Leaks
Jan Pokorny,,,The Offshore Leaks data is current through 2010,CZE,Czech Republic,,298106,Offshore Leaks
James Smith,,,The Offshore Leaks data is current through 2010,XXX,Not identified,,298107,Offshore Leaks
Jorgen de Bang,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298108,Offshore Leaks
Jean-Marie Kelly,,,The Offshore Leaks data is current through 2010,USA,United States,,298109,Offshore Leaks
Jeffrey Recht,,,The Offshore Leaks data is current through 2010,USA,United States,,298110,Offshore Leaks
Joseph J. Marcella,,,The Offshore Leaks data is current through 2010,USA,United States,,298111,Offshore Leaks
Dale Twitchell,,,The Offshore Leaks data is current through 2010,USA,United States,,298112,Offshore Leaks
J. Michael Kafes,,,The Offshore Leaks data is current through 2010,USA,United States,,298113,Offshore Leaks
"James G. Robyn and Company, Limited",,,The Offshore Leaks data is current through 2010,USA,United States,,298114,Offshore Leaks
Jon McMahon,,,The Offshore Leaks data is current through 2010,USA,United States,,298115,Offshore Leaks
Jan O. Nielsen,,,The Offshore Leaks data is current through 2010,NOR,Norway,,298116,Offshore Leaks
Joe Steponaitis,,,The Offshore Leaks data is current through 2010,THA,Thailand,,298117,Offshore Leaks
J. Scott Sitra,,,The Offshore Leaks data is current through 2010,USA,United States,,298118,Offshore Leaks
Karri Paavilainen / Sedecon Oy,,,The Offshore Leaks data is current through 2010,FIN,Finland,,298119,Offshore Leaks
Knights,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298120,Offshore Leaks
Kumar Rajaratnam,,,The Offshore Leaks data is current through 2010,AUS,Australia,,298121,Offshore Leaks
Leo Sheiner,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298122,Offshore Leaks
Louis Dickerson,,,The Offshore Leaks data is current through 2010,USA,United States,,298123,Offshore Leaks
KOEH & TING,,,The Offshore Leaks data is current through 2010,TWN,"Taiwan, Province of China",,298124,Offshore Leaks
Marek Macner,,,The Offshore Leaks data is current through 2010,POL,Poland,,298125,Offshore Leaks
Michael Mitchell,,,The Offshore Leaks data is current through 2010,BEL,Belgium,,298126,Offshore Leaks
Michael Ward,,,The Offshore Leaks data is current through 2010,USA,United States,,298127,Offshore Leaks
M. Pearson,,,The Offshore Leaks data is current through 2010,MLT,Malta,,298128,Offshore Leaks
Peter Frier,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298129,Offshore Leaks
Roger L. Rhoads,,,The Offshore Leaks data is current through 2010,USA,United States,,298130,Offshore Leaks
Ron Hollebrandse,,,The Offshore Leaks data is current through 2010,IRL,Ireland,,298131,Offshore Leaks
Ralf-Thorsten Imme,,,The Offshore Leaks data is current through 2010,ESP,Spain,,298132,Offshore Leaks
Shelby Switzer,,,The Offshore Leaks data is current through 2010,USA,United States,,298133,Offshore Leaks
S. Ramesh,,,The Offshore Leaks data is current through 2010,USA,United States,,298134,Offshore Leaks
Steve Jones,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298135,Offshore Leaks
Stephen Starr,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298136,Offshore Leaks
International Management & Trust,,,The Offshore Leaks data is current through 2010,PAN,Panama,,298137,Offshore Leaks
Takao Asayama,,,The Offshore Leaks data is current through 2010,JPN,Japan,,298138,Offshore Leaks
Todd A. Vogt,,,The Offshore Leaks data is current through 2010,USA,United States,,298139,Offshore Leaks
Terry Woodland,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298140,Offshore Leaks
Tim Schroeder,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298141,Offshore Leaks
T.J. O'Sullivan,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298142,Offshore Leaks
The Paritate Bank,,,The Offshore Leaks data is current through 2010,LVA,Latvia,,298143,Offshore Leaks
ICS Group Inc.,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298144,Offshore Leaks
Wieslaw Borkowski,,,The Offshore Leaks data is current through 2010,POL,Poland,,298145,Offshore Leaks
Investors Network Publishing (Thomas Jackson),,,The Offshore Leaks data is current through 2010,USA,United States,,298146,Offshore Leaks
International Offshore Services Group,,,The Offshore Leaks data is current through 2010,IRL,Ireland,,298147,Offshore Leaks
Intuit Management Consultancy,,,The Offshore Leaks data is current through 2010,ARE,United Arab Emirates,,298151,Offshore Leaks
CTI Overseas Ltd.,,,The Offshore Leaks data is current through 2010,MLT,Malta,,298152,Offshore Leaks
Joseph W.K. Leung,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298153,Offshore Leaks
Juris Magister,,,The Offshore Leaks data is current through 2010,USA,United States,,298154,Offshore Leaks
CORPORATERRA LTD.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298155,Offshore Leaks
Jordans Corporate Pte  Ltd,,,The Offshore Leaks data is current through 2010,SGP,Singapore,,298156,Offshore Leaks
Kalhua (Holdings) Ltd.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298157,Offshore Leaks
Kausar Overseas Ltd.,,,The Offshore Leaks data is current through 2010,KAZ,Kazakhstan,,298159,Offshore Leaks
Kinanis-Pyrgou & Co.,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298161,Offshore Leaks
David Glossinger,,,The Offshore Leaks data is current through 2010,USA,United States,,298162,Offshore Leaks
KPM Consulting Group,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298163,Offshore Leaks
Mrs. Dubravka Kosic,,,The Offshore Leaks data is current through 2010,SVK,Slovakia,,298164,Offshore Leaks
Karl J. Schreiber,,,The Offshore Leaks data is current through 2010,USA,United States,,298165,Offshore Leaks
Kuzniecky & Co.,,,The Offshore Leaks data is current through 2010,PAN,Panama,,298166,Offshore Leaks
K & Y Consultants Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298168,Offshore Leaks
Lawrent Company,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298169,Offshore Leaks
G.S.L. Law & Consulting,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298170,Offshore Leaks
Lindfield International Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298172,Offshore Leaks
Reg Radford,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298174,Offshore Leaks
Michael Bleistein,,,The Offshore Leaks data is current through 2010,VGB,"Virgin Islands, British",,298176,Offshore Leaks
A-1 Operating Ltd.,,,The Offshore Leaks data is current through 2010,GIB,Gibraltar,,298177,Offshore Leaks
Linkov & Associates,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298178,Offshore Leaks
LL. B. Accounting Services Limited,,,The Offshore Leaks data is current through 2010,HKG,Hong Kong,,298179,Offshore Leaks
Law Offices of Bernard Bronner,,,The Offshore Leaks data is current through 2010,USA,United States,,298181,Offshore Leaks
Lines Overseas Management (Cayman) Limited,,,The Offshore Leaks data is current through 2010,CYM,Cayman Islands,,298182,Offshore Leaks
Lorendene Limited,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298183,Offshore Leaks
I&T Consulting Ltd. ( DIFFERENT SHIP TO ADDRESS SEE MASTER CLIENT),,,The Offshore Leaks data is current through 2010,CZE,Czech Republic,,298184,Offshore Leaks
c/o Ellenor Callwood,,,The Offshore Leaks data is current through 2010,CAN,Canada,,298186,Offshore Leaks
Law Service Centre,,,The Offshore Leaks data is current through 2010,RUS,Russian Federation,,298187,Offshore Leaks
Darrell Hanson,,,The Offshore Leaks data is current through 2010,USA,United States,,298188,Offshore Leaks
Dennis E. Dostert,,,The Offshore Leaks data is current through 2010,USA,United States,,298189,Offshore Leaks
Liberation Services Limited,,,The Offshore Leaks data is current through 2010,GBR,United Kingdom,,298190,Offshore Leaks
Lophitou Tsanos Nemitsa,,,The Offshore Leaks data is current through 2010,CYP,Cyprus,,298191,Offshore Leaks
Lewis & Uvick,,,The Offshore Leaks data is current through 2010,USA,United States,,298193,Offshore Leaks
Lighthouse Unternehmensberatung GmbH,,,The Offshore Leaks data is current through 2010,AUT,Austria,,298194,Offshore Leaks
